ㄹ른	0 0 0 0 0 0 12 0
ㄹ리	0 0 0 0 0 0 1 0
ㄹ릴	0 0 0 0 0 0 1 0
ㄹ만	0 0 0 0 0 0 1 0
ㄹ망	0 0 0 0 0 0 129 0
ㄹ밖	0 0 0 0 0 0 24 0
ㄹ보	0 0 0 0 0 2 0 0
ㄹ뿐	0 0 0 0 0 0 25 0
ㄹ사	0 0 0 0 0 0 3 0
ㄹ새	0 0 0 0 0 0 8 0
ㄹ세	0 0 0 0 0 0 353 0
ㄹ셰	0 0 0 0 0 0 1 0
ㄹ소	0 0 0 0 0 0 7 0
ㄹ손	0 0 0 0 0 0 3 0
ㄹ수	0 0 0 0 0 0 2283 0
ㄹ시	0 0 0 0 0 0 3 0
ㄹ쏘	0 0 0 0 0 0 3 0
ㄹ요	0 0 0 0 0 0 1 0
ㄹ작	0 0 0 0 0 0 2 0
ㄹ재	0 0 0 0 0 0 1 0
ㄹ지	0 0 0 0 0 0 4344 0
ㄹ진	0 0 0 0 0 0 83 0
ㄹ찌	0 0 0 0 0 0 3 0
ㄹ쳐	0 0 0 0 0 0 3 0
ㄹ테	0 0 0 0 0 0 40 0
ㄹ텐	0 0 0 0 0 0 29 0
ㄹ텡	0 0 0 0 0 0 1 0
ㄹ텨	0 0 0 0 0 0 2 0
ㅁ껴	0 0 0 0 0 0 1 0
ㅁ니	0 0 0 0 0 0 2 0
ㅁ다	0 0 0 0 0 0 3 0
ㅁ더	0 0 0 0 0 0 7 0
ㅁ둥	0 0 0 0 0 0 1 0
ㅁ서	0 0 0 0 0 0 6 0
ㅁ세	0 0 0 0 0 0 11 0
ㅁ스	0 0 0 0 0 0 2 0
ㅁ시	0 0 0 0 0 0 7 0
ㅁ에	0 0 0 0 0 0 2 0
ㅁ으	0 0 0 0 0 0 1 0
ㅁ즉	0 0 0 0 0 0 1 0
ㅁ직	0 0 0 0 0 0 98 0
ㅂ거	0 0 0 0 0 0 1 0
ㅂ네	0 0 0 0 0 0 34 0
ㅂ넨	0 0 0 0 0 0 7 0
ㅂ는	0 0 0 0 0 0 1 0
ㅂ니	0 0 0 0 0 0 21333 0
ㅂ데	0 0 0 0 0 0 3 0
ㅂ듸	0 0 0 0 0 0 1 0
ㅂ디	0 0 0 0 0 0 286 0
ㅂ사	0 1 0 0 0 0 18 0
ㅂ소	0 0 0 0 0 0 10 0
ㅂ쇼	0 0 0 0 0 0 89 0
ㅂ수	0 0 0 0 0 0 1 0
ㅂ슈	0 0 0 0 0 0 3 0
ㅂ시	0 0 0 0 0 0 1916 0
ㅂ써	0 0 0 0 0 0 1 0
